umur,lama_berlangganan,tagihan_bulanan,jumlah_keluhan,jumlah_login,paket_premium,churn
31,38,590600,0,127,0,0
51,8,270954,10,45,0,1
21,21,946942,8,68,0,1
41,56,928634,14,57,0,1
46,46,232777,0,215,0,0
36,43,602911,14,114,1,1
23,46,1097575,6,9,1,0
50,48,1488385,5,268,0,1
66,70,1273135,6,291,1,1
57,31,543683,8,85,0,1
36,33,524001,9,146,0,1
18,44,600279,3,117,0,0
22,71,364848,11,134,0,1
44,8,159092,8,14,1,1
33,2,688393,2,205,0,1
23,17,780583,9,232,0,1
57,52,258456,10,65,0,1
30,45,1211569,10,3,1,1
65,37,470177,8,2,0,1
52,42,1166930,12,258,0,1
36,44,935209,0,202,0,0
29,38,1364330,13,239,1,1
33,6,252973,4,92,0,1
60,68,1142201,14,283,0,1
27,51,1086141,9,22,0,1
42,35,902947,4,285,1,1
37,58,1152149,0,86,0,0
48,57,584260,0,50,0,0
21,6,584737,2,296,0,1
61,13,1192491,8,42,1,1
40,59,1071284,6,203,0,0
19,30,367204,5,57,0,1
39,2,1328742,8,58,0,1
68,58,229471,3,167,0,1
54,36,1074403,3,173,1,1
25,45,1203997,2,206,0,0
24,9,1194186,4,110,0,1
31,65,172168,4,22,0,0
20,50,1122563,11,232,1,1
67,32,406042,13,274,0,1
33,43,105589,9,171,0,1
36,54,635900,6,10,1,0
68,47,147611,6,59,0,1
35,14,905849,14,231,0,1
69,48,1357199,5,234,0,1
33,55,1141095,3,2,1,0
25,29,314463,6,143,0,1
50,47,374035,13,229,0,1
66,63,848658,1,8,0,0
29,19,1482851,12,296,0,1
28,9,424237,11,293,1,1
22,37,347368,8,192,1,1
44,52,997561,6,290,1,1
29,57,1078670,1,126,1,0
34,28,445961,9,47,1,1
23,36,364336,1,106,0,0
50,64,1324680,12,263,0,1
22,18,1136284,5,252,1,0
45,35,932792,10,26,0,1
31,68,425396,6,8,0,1
22,39,853205,8,219,0,1
50,8,652960,14,157,0,1
67,15,628044,3,13,1,1
65,7,335437,7,28,1,1
58,17,319526,13,25,0,1
36,64,1137577,9,213,0,1
39,12,694318,14,142,0,1
22,56,658335,12,114,0,1
19,46,1342039,1,217,1,0
47,47,1415884,5,80,0,1
64,16,395766,3,200,0,0
56,69,922412,7,66,1,1
21,2,1069242,8,248,1,1
50,54,178066,1,143,0,0
30,27,299948,6,140,1,1
37,31,1006379,6,95,1,1
24,41,1340220,7,117,1,1
32,36,1499380,12,184,0,1
40,47,1256691,4,291,0,0
31,43,657331,10,244,1,1
40,65,1365431,12,200,0,1
36,50,1214826,2,277,1,0
46,1,1339072,0,109,1,1
37,57,1332526,3,211,0,0
46,16,588896,2,258,0,0
41,28,1391167,1,163,0,0
35,22,185898,5,96,0,1
27,41,862717,6,209,0,1
58,19,190034,9,35,0,1
25,50,718211,6,265,1,1
43,59,634561,11,99,1,1
46,69,518246,7,20,0,1
27,34,1013851,12,216,1,1
34,39,676748,13,103,0,1
19,7,886228,1,111,0,1
23,52,1225515,13,218,1,1
22,60,573789,10,119,0,1
45,52,250111,11,248,1,1
58,24,114017,9,95,0,1
22,26,1231477,12,187,0,1
35,10,925647,5,143,1,1
43,17,899015,12,27,0,1
37,2,409169,5,5,1,1
58,27,799614,9,261,0,1
66,71,157943,11,229,1,1
44,48,269488,0,121,0,0
66,9,625799,1,193,0,0
29,23,182151,12,104,1,1
24,71,590341,8,198,0,1
20,27,648513,7,61,1,1
27,71,514062,11,283,1,1
51,43,1177728,12,79,0,1
42,7,992485,3,174,1,1
52,63,1214683,5,8,0,1
33,44,1067858,1,179,0,0
19,39,748675,11,270,0,1
41,40,1471630,4,161,1,0
27,7,341608,1,275,0,0
55,70,142530,14,205,1,1
39,25,1489473,12,59,0,1
43,59,141999,4,185,0,0
60,13,1155185,6,74,0,1
56,62,814129,6,93,0,1
44,8,802757,8,66,0,1
46,45,603793,2,1,1,0
64,18,411466,11,177,0,1
55,60,891583,3,141,0,1
37,60,630694,8,43,0,1
44,2,1473398,13,173,1,1
58,66,671350,7,294,1,0
37,14,788316,11,230,0,1
61,48,735665,6,235,1,1
36,56,1464550,7,92,0,1
37,12,1352329,8,43,0,1
52,55,859591,11,26,0,1
64,28,1378551,3,271,1,1
19,4,637421,4,38,0,0
47,36,374353,8,288,1,1
51,50,351061,6,247,0,1
39,3,349336,13,49,0,1
20,1,1372149,3,282,0,0
23,17,1485401,5,208,0,1
32,71,868021,10,123,1,1
44,62,929017,0,248,0,0
27,48,644933,0,283,0,0
26,62,112521,8,150,0,1
50,69,973846,14,63,0,1
49,19,1014864,7,240,0,1
65,34,924653,14,166,0,1
23,49,1248707,12,239,1,1
58,47,379067,0,48,0,0
53,50,706049,12,186,1,1
19,26,893634,14,147,1,1
46,56,457819,10,188,0,1
21,14,585693,1,110,0,0
18,25,1259019,12,264,1,1
36,4,635506,3,278,0,1
43,32,1456412,0,236,0,0
42,65,283761,1,158,0,0
27,61,721436,4,59,0,1
32,20,368860,7,74,0,1
39,10,880736,5,227,0,1
68,34,1426808,14,153,1,1
65,61,655289,5,286,1,0
38,27,890718,3,240,0,1
39,40,1284387,1,226,0,0
53,65,130158,2,168,1,0
51,33,986825,12,283,0,1
47,68,629893,5,261,1,0
42,71,1205068,5,289,1,0
62,9,598342,4,8,0,0
45,16,1151897,5,97,0,1
18,5,799901,10,11,0,1
66,23,1069205,5,271,0,1
62,43,854880,12,70,1,1
21,57,680333,0,134,0,0
24,51,590226,5,258,0,0
66,13,1144569,4,4,1,0
26,24,1401561,7,238,0,1
53,11,1403175,8,293,0,1
36,52,725389,13,98,0,1
18,17,362962,5,150,1,0
27,37,1157010,12,257,0,1
53,13,483638,11,148,0,1
26,62,654859,11,141,0,1
62,8,1451414,9,250,0,1
63,56,218792,3,233,0,0
59,70,1194061,2,131,0,0
49,44,767429,9,46,0,1
49,60,157198,11,93,0,1
23,41,1056166,0,248,0,0
65,21,451114,6,19,0,1
55,42,1069673,4,179,1,0
34,29,172928,3,271,1,0
27,65,509318,8,135,1,1
67,17,1050961,6,236,0,0
44,30,1498518,9,189,1,1
67,26,152290,12,211,0,1
52,53,746952,7,63,1,1
69,19,1029436,3,163,1,1
38,53,1403204,9,37,0,1
42,17,1161868,11,214,0,1
45,46,317295,9,18,0,1
64,53,802991,7,253,0,1
32,64,356817,3,73,0,0
21,45,608906,14,140,0,1
46,49,1221520,0,16,0,0
26,19,1093734,10,94,0,1
44,71,468590,14,233,1,1
43,65,1183109,7,87,0,1
36,37,1273009,0,297,0,0
45,70,498994,12,50,0,1
34,26,659347,11,244,1,1
60,2,484562,2,112,0,1
58,59,1109601,6,7,0,1
59,5,235938,2,36,1,0
67,37,1330384,12,46,0,1
37,31,1182651,7,99,1,1
62,48,593605,4,172,0,1
57,6,328594,2,240,0,0
56,15,952259,4,190,0,0
66,15,693510,4,233,0,1
40,61,341955,7,280,0,1
64,16,949277,11,234,1,1
49,20,320758,8,125,1,1
69,44,1157345,5,177,1,1
64,42,719657,9,172,0,1
50,46,562661,2,119,0,0
63,34,1198951,1,29,1,0
22,64,1049582,10,47,1,1
60,29,112268,2,178,1,0
65,3,241916,8,93,1,1
51,9,1484894,6,54,1,1
57,25,816123,14,235,0,1
28,42,989109,10,286,0,1
67,46,766593,10,73,0,1
20,59,1396915,8,121,1,1
50,21,916928,12,56,0,1
28,22,511022,14,272,1,1
33,29,795686,5,138,1,0
35,63,1227383,7,198,1,1
47,61,794873,9,208,0,1
65,64,807121,10,272,0,1
27,69,905897,8,137,0,1
35,40,1169886,2,133,1,0
55,1,354740,6,15,1,0
36,65,492445,8,102,1,0
53,62,1395077,1,242,1,0
30,54,979950,11,89,0,1
63,60,109764,6,3,0,1
20,46,286668,4,61,0,1
27,5,1388845,7,211,1,1
55,22,1382675,3,247,0,0
18,53,1127412,0,191,0,0
44,70,1369227,10,55,1,1
63,32,596723,12,288,1,1
25,11,1282624,14,30,1,1
68,10,238498,9,0,0,1
63,39,1040391,7,197,0,1
59,31,650998,14,44,0,1
34,12,540686,5,46,1,0
26,38,237558,12,221,0,1
23,67,794618,7,285,1,1
60,66,347704,2,80,0,0
42,52,384767,7,279,0,0
56,5,1434526,7,286,1,1
66,11,1023477,11,283,0,1
45,25,355223,0,188,0,0
50,35,738450,3,38,0,1
54,35,260229,6,82,0,0
26,22,629809,12,175,0,1
35,37,899323,13,8,0,1
38,55,706619,10,277,1,1
19,64,122474,0,257,0,0
60,20,781867,2,271,0,1
55,4,110687,2,260,0,0
57,18,722838,5,179,0,0
53,51,450906,4,153,0,0
67,68,986907,11,14,0,1
60,20,1455011,10,66,0,1
54,9,1196872,14,186,0,1
32,26,664513,6,62,0,1
45,25,580854,2,280,1,0
35,68,1183404,10,40,0,1
51,41,529318,0,27,0,0
39,59,342463,10,276,0,1
28,45,1073846,14,220,0,1
30,41,388967,2,216,0,0
21,38,977806,7,221,1,1
39,19,1490894,4,60,0,1
24,14,1448772,14,102,0,1
60,21,909697,2,184,1,0
41,15,928444,13,146,0,1
21,3,1421636,7,74,0,1
45,37,589854,5,0,0,0
32,46,540875,14,161,0,1
18,16,1238436,2,16,0,1
20,14,848839,13,242,0,1
31,9,666922,4,18,1,0
55,7,853997,0,58,0,1
67,14,174992,5,200,0,1
18,6,373513,14,114,1,1
55,15,309826,13,202,1,1
55,52,1497420,11,293,0,1
38,34,1160986,12,30,0,1
65,1,1309378,13,193,0,1
46,69,495881,8,105,1,1
22,20,1317351,11,125,1,1
66,7,559167,6,102,0,1
27,7,1378659,14,162,0,1
45,50,779532,10,120,1,1
38,2,626972,12,239,0,1
67,47,566246,7,94,1,0
24,14,1037254,5,207,1,0
20,31,1430607,10,148,1,1
62,50,776186,4,192,0,0
64,61,933211,14,141,1,1
37,41,430239,11,271,0,1
36,14,817648,5,200,0,1
52,5,534121,6,161,0,1
21,5,1276086,8,108,0,1
22,64,1428833,7,262,0,1
18,29,405005,4,209,1,0
21,5,964919,14,148,1,1
29,36,495799,6,255,1,0
44,19,322236,7,198,0,0
59,64,388394,0,185,0,0
40,22,1483057,7,164,1,1
42,34,1276191,10,107,1,1
38,56,1250831,6,82,1,1
69,17,1385251,10,79,0,1
41,56,189376,11,252,1,1
42,17,634221,11,24,1,1
62,18,669335,1,282,0,0
63,45,628425,1,50,0,0
49,56,537372,11,107,1,1
49,50,857011,5,237,0,0
22,58,921186,2,185,0,1
53,18,647651,0,79,0,0
63,7,601166,14,95,0,1
59,10,988522,7,149,0,1
66,69,179951,6,5,0,1
59,3,885338,3,21,0,0
56,44,418558,13,219,1,1
33,70,741447,0,11,0,0
50,14,1326700,1,282,0,1
66,4,1235510,8,191,0,1
38,18,132691,3,224,1,0
26,52,317252,2,166,0,0
23,38,366027,7,115,0,1
68,20,315932,3,147,0,0
62,44,213655,6,35,1,1
52,51,907977,14,244,0,1
56,19,380348,12,129,0,1
39,68,1171844,13,239,1,1
58,66,348562,13,104,0,1
22,13,708671,13,166,0,1
59,62,877270,4,41,0,1
40,61,1386479,4,253,0,0
34,30,1355300,10,204,0,1
29,30,350736,5,194,0,1
40,51,1113165,11,170,1,1
33,48,219755,12,249,0,1
20,33,1439156,3,103,0,1
47,19,615405,1,38,1,0
39,71,561540,5,235,1,0
26,57,853045,12,133,0,1
46,19,562358,4,251,0,1
64,41,186842,2,169,0,0
54,42,700657,3,282,1,0
40,52,711821,2,206,0,0
30,4,1182097,2,142,0,0
49,4,1375132,3,18,1,0
63,5,500704,1,189,0,0
69,41,1450694,3,63,0,1
64,61,486044,9,229,0,1
65,55,142448,10,174,1,1
40,13,282185,1,19,1,0
62,14,204262,13,275,0,1
34,60,508986,9,225,0,1
57,25,1332283,7,230,1,1
38,44,827531,9,100,1,1
19,10,829525,4,226,0,1
54,71,149934,12,293,0,1
23,50,1476246,6,37,1,1
61,44,907919,10,64,0,1
35,14,1332967,3,75,0,0
47,15,899301,9,191,0,1
39,16,1354403,5,122,1,1
50,2,1320445,12,124,0,1
47,30,811658,11,26,0,1
34,30,1230785,13,102,1,1
60,31,1230875,9,275,0,1
49,20,240642,3,59,0,0
59,49,1084998,14,167,0,1
68,35,190177,5,82,0,0
31,23,447983,0,5,0,0
27,61,777946,5,163,0,0
64,55,863759,5,201,0,0
68,67,1049200,1,176,0,0
53,8,697228,11,155,1,1
51,40,226731,9,277,1,1
26,59,1246958,9,101,0,1
59,32,310674,8,79,1,1
45,7,533951,14,193,1,1
28,2,1353023,5,280,0,0
31,6,486009,11,90,1,1
56,36,1068141,14,66,0,1
64,32,1170705,10,214,1,1
36,45,1179421,12,144,1,1
32,42,179449,6,39,1,1
45,53,872668,1,211,0,0
41,9,1084004,1,285,0,0
25,49,1282321,1,58,0,0
60,2,334669,9,27,0,1
26,67,131171,12,46,0,1
64,11,713467,10,236,0,1
50,50,241696,8,116,1,1
50,35,559980,2,150,1,0
36,15,733194,12,82,1,1
20,31,677218,3,56,0,1
27,62,789968,0,216,0,0
57,28,1198225,0,219,0,0
64,25,837816,3,284,0,1
59,25,1037193,13,241,0,1
18,1,687791,1,98,0,0
46,59,797484,7,241,1,0
67,69,1025091,12,202,1,1
51,42,496743,3,36,1,0
68,34,788427,2,245,0,0
30,66,151538,2,127,0,0
18,18,1128398,5,134,1,1
51,5,1186031,11,63,0,1
46,20,644531,12,273,0,1
65,66,748081,5,28,0,1
64,62,997803,5,225,1,1
30,32,1223224,5,59,0,1
65,58,394203,7,53,0,1
66,50,1338515,7,148,1,1
46,38,697066,8,57,0,1
56,55,437621,0,35,1,0
41,28,644289,9,144,0,1
43,22,102700,7,249,1,0
34,43,543373,4,79,0,1
24,36,1035589,2,14,0,1
30,52,557099,10,39,1,1
22,36,1337795,9,80,0,1
43,28,375483,2,192,0,0
66,58,1033338,5,165,0,0
20,36,349126,7,203,0,1
24,70,1440263,9,210,1,1
66,9,922362,1,257,0,0
56,21,1058578,11,114,0,1
18,64,291745,8,232,0,1
66,61,129044,4,76,0,1
34,40,440817,4,95,0,1
60,56,1052409,0,97,1,0
42,4,547220,5,55,0,1
20,31,1342409,12,117,1,1
32,27,826844,10,118,1,1
46,58,1115607,10,37,0,1
60,25,852767,4,184,1,0
49,69,183725,6,241,1,1
43,70,1105837,6,50,1,1
33,5,1086609,3,126,0,1
42,8,388156,4,102,0,0
45,9,1081200,9,228,1,1
26,15,964945,13,210,1,1
18,7,721873,7,84,0,1
46,15,1170270,1,273,1,0
39,37,799748,0,26,1,0
33,39,313440,13,71,0,1
58,6,132835,5,94,0,1
68,57,298470,10,75,0,1
61,19,1146285,13,5,1,1
68,63,1390706,3,89,0,0
58,31,406535,12,79,0,1
24,10,1254434,9,221,1,1
31,67,1063292,2,82,0,0
46,62,682899,6,81,0,0
36,3,1422922,7,151,0,1
36,18,818728,10,44,0,1
19,25,1141426,11,211,0,1
58,20,334891,3,70,0,1
62,58,623492,11,262,1,1
32,50,919567,11,57,0,1
20,10,1236697,14,56,0,1
28,21,213944,9,110,1,1
63,29,356556,11,141,0,1
47,10,163535,10,55,0,1
57,13,508113,10,11,0,1
35,47,479472,14,14,0,1
68,23,1038795,5,7,1,1
65,50,591578,12,230,1,1
19,4,546624,10,185,1,1
49,67,567046,10,52,1,1
25,53,1022011,14,136,0,1
39,2,1046358,1,173,0,0
23,68,1261632,7,218,0,1
29,65,1426195,5,262,0,1
64,57,179870,10,254,0,1
57,70,184366,8,299,0,0
53,7,223836,10,269,0,1
32,19,606634,12,74,0,1
45,44,192814,12,223,0,1
69,63,1495005,5,91,0,1
66,65,851407,5,133,0,0
62,39,1120509,11,162,0,1
35,26,1188761,1,197,0,0
19,44,601078,4,188,0,0
30,12,196682,8,72,0,1
62,22,257499,0,205,0,0
32,14,731806,3,30,0,1
37,30,679823,9,118,1,1
46,44,1258202,9,282,0,1
59,38,819050,13,158,1,1
46,59,376204,2,254,0,0
20,42,1293255,0,244,0,0
36,52,1118142,0,105,1,0
20,63,687848,14,197,0,1
31,61,1343861,0,119,0,0
57,34,713898,0,81,0,0
21,39,292848,14,269,1,1
69,41,1328512,12,186,0,1
28,37,1364957,1,275,0,0
48,65,1139239,10,51,1,1
60,32,668376,4,295,0,1
49,8,553251,1,67,0,0
44,18,111683,3,299,0,0
47,45,1020466,8,133,0,1
60,33,987063,2,119,0,0
19,5,326608,1,56,0,1
66,36,587889,3,185,0,0
26,23,669609,8,71,0,1
45,40,425709,3,157,0,1
48,5,744742,14,227,1,1
51,34,1135915,11,233,0,1
32,24,799221,4,10,0,1
65,17,1130618,3,174,0,1
42,71,706383,12,260,0,1
53,22,1262186,7,130,1,1
25,15,800323,13,1,0,1
26,15,564443,12,248,0,1
54,25,1152108,14,199,0,1
65,53,214527,14,181,0,1
62,21,513949,3,126,1,0
56,66,1494183,1,296,0,0
49,32,883238,11,196,0,1
69,21,572234,3,285,0,0
34,68,1371865,1,43,0,0
52,44,1416176,8,9,0,1
54,66,103413,10,224,1,1
36,14,783297,13,215,0,1
61,15,120563,7,210,1,1
46,20,399719,8,285,0,1
24,34,359605,3,216,0,0
45,36,1155962,0,48,0,0
26,9,1248820,2,162,1,0
45,71,159150,6,192,0,0
23,30,1012485,0,144,0,0
46,63,1314919,10,158,0,1
34,35,805170,7,179,1,1
33,13,700854,8,25,1,1
40,46,244210,7,99,0,1
48,56,1278125,4,110,1,1
20,9,1327017,11,269,0,1
38,36,1295294,10,50,0,1
43,3,1237534,13,14,0,1
53,19,438325,11,127,0,1
59,28,1105449,12,139,1,1
54,23,885578,14,241,0,1
39,7,1449986,8,45,0,1
59,14,450412,3,233,1,1
29,46,1357379,8,71,0,1
59,15,1363906,0,94,0,0
30,67,1165070,11,284,0,1
28,15,514787,10,131,0,1
33,51,396630,2,280,0,0
25,8,319508,3,31,1,0
57,69,685923,10,36,0,1
57,62,231197,9,125,1,1
62,51,148814,0,137,0,0
19,63,747429,11,99,0,1
47,68,1036822,5,241,0,1
47,16,162363,12,244,0,1
29,24,143162,14,26,1,1
27,6,347364,3,208,0,1
61,57,751371,3,98,0,0
28,31,631878,0,136,0,0
32,6,396994,4,186,1,0
33,29,505350,8,35,1,1
34,67,492235,5,117,0,1
43,3,911662,14,157,0,1
19,28,901490,7,274,0,1
67,48,1228413,10,168,1,1
29,10,1251973,3,54,1,1
68,33,1437759,8,83,0,1
43,67,352903,6,5,1,1
40,69,821180,13,255,0,1
35,12,1449054,13,197,1,1
49,57,143525,6,151,1,0
66,44,226681,7,169,1,1
55,13,783803,1,247,0,0
64,24,890404,11,248,0,1
20,44,164936,5,149,1,0
55,57,209877,6,209,0,0
20,16,391663,2,227,0,1
47,21,1108744,7,243,1,1
18,51,464561,0,140,0,0
47,21,573130,0,119,0,0
62,60,1486584,9,292,0,1
49,51,1204457,2,179,0,1
45,21,386876,5,124,0,1
38,6,773033,6,241,0,0
63,65,175909,1,211,0,0
30,58,348271,13,16,0,1
44,6,1154296,5,15,0,1
53,65,1002275,11,256,1,1
24,34,151940,4,285,0,1
39,56,696050,14,279,1,1
27,3,1348160,5,45,0,1
56,42,269091,0,257,1,0
32,62,595019,13,142,0,1
32,6,709121,9,284,0,1
21,6,1428926,6,12,0,1
49,63,762331,7,44,1,1
40,20,568259,13,46,1,1
23,21,882277,6,15,1,1
41,2,1043228,8,106,0,1
37,56,974134,0,2,0,0
54,10,977742,9,103,0,1
37,70,679443,8,94,0,1
29,23,1277067,10,132,0,1
50,30,766468,10,270,0,1
45,37,701901,12,200,0,1
25,55,1087215,14,253,1,1
18,49,156938,2,182,0,0
54,34,725451,1,149,0,0
39,44,1479218,5,36,0,1
23,22,328861,10,138,1,1
38,31,642039,4,99,1,1
49,7,301818,14,235,0,1
52,21,1443110,3,83,0,1
32,16,463357,3,32,0,1
22,20,208712,7,120,0,1
63,43,160403,9,29,0,1
67,44,913291,12,33,0,1
65,47,723412,2,132,0,0
23,19,750228,12,207,1,1
42,48,913532,0,139,0,0
63,69,553192,4,75,0,0
57,11,1057527,7,74,0,1
46,29,540925,2,57,1,0
24,45,1465244,1,97,0,0
57,68,709337,0,124,0,0
30,36,669262,12,133,1,1
55,48,277550,3,225,0,0
35,15,940200,10,199,0,1
19,44,598909,1,36,0,0
25,67,775144,13,137,1,1
28,40,1145875,7,207,0,1
50,14,1075740,10,193,0,1
55,63,177678,12,55,0,1
65,51,1460855,14,86,0,1
44,58,1173734,9,94,0,1
37,15,171587,11,195,0,1
29,65,1021619,8,191,0,1
60,55,1102064,12,143,0,1
48,10,159317,9,9,0,1
44,42,1135609,0,240,0,0
49,11,980658,14,148,0,1
27,16,925787,1,139,1,0
20,19,984388,5,12,1,1
62,31,798735,12,253,0,1
44,53,822779,9,80,0,1
52,8,108338,11,209,0,1
48,24,364621,6,219,1,1
32,8,834031,1,58,1,0
33,48,404567,7,127,0,1
30,30,438117,12,261,1,1
66,58,1092542,9,267,1,1
52,55,231440,8,28,1,1
69,62,912271,7,281,1,0
28,48,736190,8,67,1,1
38,4,987483,14,206,0,1
68,37,631427,5,271,0,1
28,8,782501,10,174,1,1
47,1,470458,6,217,0,1
65,70,426406,5,159,0,1
52,47,184984,6,243,0,0
39,5,712654,2,252,1,0
55,50,1325971,3,188,0,0
48,24,1434646,8,260,0,1
31,47,196538,2,129,0,0
41,18,213117,1,2,1,0
67,28,899765,11,42,0,1
66,5,379086,12,132,0,1
49,30,835580,10,177,0,1
53,1,1304481,6,265,0,1
49,46,622894,5,23,0,1
32,69,314062,2,21,1,0
60,31,1103462,5,2,1,1
52,70,907962,14,157,0,1
20,56,1195636,6,3,0,1
33,28,1229868,5,106,1,0
22,16,824918,0,295,0,0
38,54,141104,11,271,0,1
27,53,102634,13,231,1,1
36,12,820570,0,237,1,0
42,20,848041,8,71,1,1
21,34,369432,5,87,0,1
46,53,305600,11,15,1,1
36,64,1182829,1,90,0,1
60,23,1013060,14,19,0,1
19,27,127005,10,211,1,1
27,17,872871,0,83,0,0
60,48,411968,10,125,0,1
42,21,439846,11,50,1,1
37,50,324673,1,17,1,0
65,40,546790,7,116,0,1
36,3,553928,4,123,0,1
40,17,784661,6,27,1,1
41,61,679555,6,140,1,1
28,50,103846,1,5,1,0
63,6,163571,3,156,0,0
51,28,224908,1,105,0,0
45,55,282248,6,118,0,0
22,58,1133549,4,136,0,1
22,45,229447,0,28,0,0
68,19,1074132,1,165,0,0
38,29,1175962,5,64,0,1
29,23,729082,13,55,0,1
67,32,1041357,3,285,0,0
21,10,921145,6,95,0,1
66,49,1296439,14,214,0,1
59,65,1226057,1,230,0,0
37,29,1450619,12,57,0,1
55,59,344985,11,183,0,1
42,45,1221823,1,281,0,0
31,67,210295,11,270,1,1
28,51,673933,5,208,1,0
49,11,492435,7,162,0,1
28,6,1440866,12,88,1,1
35,67,497084,0,270,0,0
44,62,1071041,4,96,0,1
35,5,1455014,0,74,1,1
40,9,962028,14,87,0,1
28,28,498649,10,5,0,1
38,38,511038,5,155,1,1
61,43,121294,6,62,1,0
22,21,1232876,5,28,1,1
40,62,301168,13,190,1,1
58,46,968551,12,203,0,1
42,70,967528,8,277,0,1
58,38,759784,2,26,0,0
27,49,140615,7,84,0,1
39,39,1175439,2,209,0,0
36,71,1178045,10,137,1,1
18,30,727389,14,277,0,1
24,21,736901,11,171,0,1
21,1,581156,12,155,0,1
18,32,217456,12,228,0,1
32,8,266247,6,178,1,1
57,69,688160,13,246,0,1
29,30,1086831,12,161,0,1
39,8,283517,4,162,0,1
39,19,1200574,11,217,0,1
67,59,419138,12,285,0,1
64,55,283535,0,75,0,0
34,30,159895,14,203,0,1
46,36,1092669,10,215,0,1
63,55,1181470,11,222,1,1
31,44,646278,3,192,0,0
67,27,1221806,13,292,0,1
37,54,269271,12,191,0,1
67,48,1442907,10,268,0,1
65,30,563130,14,259,0,1
50,39,909985,8,191,1,1
60,13,807647,14,270,0,1
32,16,405924,7,103,0,1
29,44,1253370,2,203,0,1
57,71,1230734,14,183,1,1
37,27,802800,1,216,0,0
47,45,1192886,10,90,0,1
55,35,1385472,8,197,0,1
20,28,1415707,0,38,1,0
45,7,846958,8,196,0,1
43,62,800877,11,78,0,1
47,51,656744,6,216,0,0
30,46,555453,11,93,1,1
30,20,846204,1,171,0,0
19,38,1233974,10,42,0,1
54,61,1075009,4,131,0,1
66,32,304278,13,76,1,1
55,26,741471,1,231,0,0
19,58,451926,14,38,0,1
53,39,1096806,4,53,0,0
43,20,894755,6,150,1,0
28,50,1478113,4,187,1,0
25,52,196123,1,185,0,0
61,22,1239930,10,134,0,1
57,53,554048,13,172,0,1
60,66,1304895,4,268,1,1
39,43,1363724,11,114,0,1
37,23,1371021,11,220,0,1
25,64,370628,9,38,0,1
46,9,261754,13,241,0,1
57,7,227162,5,220,0,1
43,41,443600,14,145,0,1
47,54,679178,4,163,0,0
34,65,637607,1,258,1,0
37,2,610699,5,189,1,1
69,4,469841,5,263,0,1
33,32,226193,11,221,0,1
63,2,1024404,1,173,1,0
60,64,167696,12,91,0,1
24,14,1081759,12,105,0,1
33,20,418629,3,244,0,0
62,49,1270935,6,42,0,1
64,8,237293,0,257,0,0
65,63,125294,0,85,0,0
44,46,1289686,13,96,0,1
40,21,1102691,10,265,0,1
41,32,809009,11,62,0,1
26,8,1156831,10,102,0,1
52,16,711752,5,253,1,1
68,40,541385,6,0,1,0
37,27,1075153,11,153,0,1
54,18,212848,4,260,0,0
59,35,1036402,14,34,1,1
34,52,805443,11,26,1,1
64,15,648143,9,223,1,1
48,63,134758,7,186,0,1
25,53,349416,10,158,0,1
32,66,361272,3,68,1,0
48,31,729382,2,164,0,0
47,61,891815,6,257,0,1
63,64,1393527,13,101,0,1
37,34,160112,3,192,0,0
56,55,1075390,0,258,0,0
29,59,179486,10,297,0,1
66,3,697816,7,298,1,1
34,17,1044321,4,20,0,1
59,46,1329451,12,44,0,1
47,38,1247930,7,275,0,1
46,35,617948,7,170,0,1
36,1,113369,11,177,1,1
63,29,1209004,4,222,0,1
28,4,760404,7,298,0,1
51,61,165123,6,23,0,1
67,17,1093328,12,83,0,1
24,28,977346,2,59,0,1
61,50,238333,14,287,0,1
51,8,1428784,3,121,0,0
37,34,1092839,10,4,1,1
67,59,1348706,11,153,0,1
55,18,1019561,12,280,0,1
41,59,463169,6,85,0,1
27,27,114559,3,74,0,0
49,16,1143996,5,266,0,0
69,10,592461,11,190,1,1
32,22,1427692,1,251,0,0
54,16,141530,11,67,0,1
37,12,1140579,1,145,0,0
20,51,830433,2,121,0,0
54,1,298250,9,41,0,1
57,27,1412085,6,149,0,1
25,67,1385508,2,61,0,0
57,12,936115,11,254,1,1
61,30,1015838,2,130,0,0
40,9,683184,12,19,0,1
57,53,1128571,13,198,0,1
28,61,511217,3,220,1,0
63,54,1369171,14,130,0,1
25,37,685933,9,170,0,1
46,65,1218127,5,144,0,1
47,42,299570,0,180,0,0
27,49,1415560,5,160,1,0
56,4,543280,7,59,1,1
45,64,972422,11,214,1,1
66,51,1154275,14,67,0,1
53,60,1023426,14,191,0,1
30,31,813896,7,224,0,1
49,58,1032366,5,196,0,1
53,4,1293246,5,160,1,0
54,22,560650,12,248,1,1
43,3,1368123,2,110,0,0
39,47,255846,13,58,0,1
21,38,807744,1,32,0,0
48,33,1413542,6,40,1,1
35,48,1054756,7,160,0,1
55,65,714873,9,28,1,1
41,26,187420,12,254,0,1
40,8,375196,13,184,1,1
39,50,1232150,5,223,0,0
19,38,1100015,4,220,1,1
48,10,754459,3,85,0,0
28,42,331224,0,65,0,0
45,37,169915,8,113,0,1
63,26,1418381,10,264,0,1
49,12,295619,9,284,0,1
22,49,434647,3,96,0,1
55,14,719694,1,123,1,0
27,46,1390151,3,155,1,1
57,35,972362,12,109,1,1
63,29,361697,10,52,1,1
41,12,1070504,4,173,0,1
52,44,1036069,1,166,0,1
61,66,1010966,6,75,0,1
